MB2025_V1_00,General_Electoral_Population,Māori_Electoral_Population
2519504,54,-999
2519505,66,-999
2519506,69,-999
2519507,60,-999
2519508,69,-999
2519600,120,9
2519700,105,-999
2519800,111,18
2519900,117,6
2520000,111,-999
2520100,69,-999
2520200,90,9
2520300,138,12
2520400,99,12
2520500,69,6
2520601,45,-999
2520603,102,-999
2520702,54,-999
2520703,183,-999
2520803,21,-999
2520804,21,-999
2520805,90,6
2520900,198,9
2521000,135,-999
2521100,102,-999
2521200,87,9
2521300,93,-999
2521400,84,21
2521500,132,-999
2521600,102,-999
2521700,57,-999
2521800,99,6
2521900,84,-999
2522000,141,12
2522100,156,-999
2522200,87,12
2522300,174,-999
2522400,87,-999
2522500,123,6
2522600,63,-999
2522700,135,6
2522800,75,9
2522900,87,9
2523000,96,6
2523200,120,-999
2523300,117,15
2523400,204,-999
2523501,60,-999
2523502,81,-999
2523600,84,-999
2523700,132,-999
2523800,108,-999
2523900,72,6
2524000,87,-999
2524102,129,-999
2524106,156,-999
2524107,63,15
2524108,72,-999
2524109,24,-999
2524110,39,-999
2524111,60,6
2524112,84,-999
2524201,30,-999
2524202,66,6
2524203,69,-999
2524300,72,-999
2524400,126,15
2524500,123,9
2524601,72,-999
2524602,57,-999
2524603,84,-999
2524604,69,-999
2524605,69,-999
2524606,66,-999
2524607,69,-999
2524608,51,-999
2524701,57,12
2524800,-999,-999
2524900,123,-999
2525100,99,-999
2525203,168,27
2525205,165,24
2525206,54,-999
2525207,33,-999
2525208,9,-999
2525209,162,-999
2525210,162,24
2525300,69,-999
2525400,108,-999
2525600,177,-999
2525700,150,18
2525800,81,6
2526000,87,-999
2526100,69,-999
2526301,78,9
2526302,60,15
2526400,159,9
2526500,48,-999
2526600,117,-999
2526701,66,-999
2526702,60,-999
2526703,54,-999
2526704,57,-999
2526705,21,-999
2526800,144,-999
2526900,144,6
2527100,72,6
2527201,96,-999
2527202,54,-999
2527301,84,-999
2527302,93,-999
2527303,54,-999
2527304,63,-999
2527305,42,-999
2527306,33,6
2527401,135,6
2527402,60,-999
2527500,120,-999
2527601,174,12
2527602,99,6
2527700,123,15
2527801,195,15
2527804,201,6
2527805,75,6
2527806,54,-999
2527807,45,9
2527900,126,6
2528000,93,-999
2528100,93,-999
2528200,111,6
2528300,180,15
2528400,51,-999
2528502,189,6
2528503,96,-999
2528600,84,-999
2528703,153,-999
2528704,69,-999
2528801,48,-999
2528802,99,-999
2528803,141,12
2528904,9,-999
2528906,132,-999
2528907,90,-999
2528908,174,-999
2528909,135,-999
2528910,96,-999
2528912,126,-999
2528913,78,-999
2528914,111,-999
2529003,132,-999
2529004,63,-999
2529006,75,-999
2529007,165,9
2529008,147,-999
2529010,111,-999
2529011,147,-999
2529012,102,-999
2529014,-999,-999
2529015,102,-999
2529016,9,-999
2529200,36,-999
2529300,126,6
2529501,171,-999
2529503,78,6
2529602,105,-999
2529603,57,-999
2529705,186,-999
2529706,126,-999
2529707,192,6
2529805,186,6
2529806,126,-999
2529807,159,-999
2529808,195,-999
2530101,156,6
2530200,144,-999
2530300,30,6
2530400,108,15
2530501,24,6
2530502,72,-999
2530600,120,-999
2530700,102,-999
2530800,117,6
2530900,99,-999
2531000,114,-999
2531100,135,9
2531200,108,9
2531300,81,6
2531400,180,6
2531500,171,6
2531600,120,6
2531900,99,9
2532000,75,-999
2532100,102,-999
2532300,195,9
2532401,108,-999
2532500,153,-999
2532600,72,-999
2532700,180,9
2532800,168,-999
2532900,162,-999
2533000,177,-999
2533102,60,-999
2533105,42,-999
2533106,42,-999
2533107,45,-999
2533108,51,-999
2533109,48,6
2533110,30,-999
2533201,93,6
2533202,75,9
2533300,54,6
2533400,201,-999
2533500,177,9
2533600,90,-999
2533700,111,-999
2533800,171,-999
2534100,153,9
2534200,120,-999
2534300,90,9
2534500,210,6
2534700,174,-999
2534800,129,-999
2535001,75,-999
2535002,105,-999
2535003,75,-999
2535100,171,-999
2535200,201,-999
2535300,99,-999
2535400,162,-999
2535500,135,6
2535600,114,9
2535701,69,-999
2535702,27,-999
2535703,75,-999
2535800,177,12
2535900,126,-999
2536000,129,-999
2536100,129,-999
2536200,189,6
2536300,162,-999
2536400,117,-999
2536500,114,9
2536600,114,-999
2536701,108,-999
2536702,90,-999
2536801,69,-999
2536802,48,-999
2536803,69,-999
2536900,159,-999
2537003,96,-999
2537004,120,-999
2537005,78,-999
2537006,39,-999
2537007,105,-999
2537008,72,6
2537009,69,-999
2537200,222,9
2537300,111,-999
2537400,291,-999
2537500,177,6
2537701,150,6
2537800,765,24
2537900,156,18
2538000,195,6
2538103,159,-999
2538104,165,9
2538201,39,-999
2538202,75,-999
2538203,57,-999
2538300,84,6
2538400,108,-999
2538500,132,-999
2538603,42,-999
2538604,78,-999
2538605,93,-999
2538606,114,6
2538701,57,-999
2538702,21,-999
2538703,57,-999
2538902,-999,-999
2539001,-999,-999
2539101,27,-999
2539102,120,6
2539103,111,6
2539203,-999,-999
2539204,96,-999
2539205,108,-999
2539206,114,9
2539400,222,12
2539500,123,6
2539601,207,6
2539602,102,6
2539700,123,-999
2539800,171,9
2539900,195,-999
2540000,102,-999
2540100,159,15
2540200,99,-999
2540300,162,12
2540400,42,6
2540500,156,30
2540600,177,-999
2540800,168,9
2541000,123,-999
2541100,135,-999
2541200,129,-999
2541300,138,12
2541400,195,12
2541600,171,6
2541700,174,-999
2541900,246,9
2542001,105,-999
2542002,60,-999
2542202,63,-999
2542300,138,-999
2542402,99,-999
2542601,201,6
2542602,21,-999
2542700,189,6
2542800,345,12
2543000,-999,-999
2543100,54,-999
2543201,57,-999
2543202,33,6
2543203,30,6
2543204,66,-999
2543300,126,-999
2543400,195,-999
2543501,99,-999
2543502,63,-999
2543503,57,6
2543600,177,12
2543700,156,6
2543800,183,-999
2543900,138,6
2544000,126,-999
2544100,171,-999
2544401,90,-999
2544402,51,-999
2544403,45,-999
2544404,33,-999
2544500,93,-999
2544700,105,-999
2544800,204,6
2544900,141,-999
2545000,90,-999
2545101,30,-999
2545102,60,9
2545103,33,-999
2545200,138,-999
2545300,87,-999
2545400,189,-999
2545500,117,6
2545600,96,-999
2545700,90,-999
2545800,57,-999
2545901,84,-999
2545902,30,-999
2546000,72,-999
2546100,75,-999
2546200,117,-999
2546300,15,-999
2546400,147,-999
2546500,9,-999
2546700,78,-999
2546900,90,-999
2547000,132,-999
2547100,48,-999
2547200,69,-999
2547300,90,-999
2547500,147,-999
2547801,87,-999
2547802,111,6
2547901,168,-999
2547902,39,-999
2548000,174,-999
2548100,132,-999
2548200,72,-999
2548300,60,-999
2548501,69,6
2548502,48,-999
2548503,81,-999
2548601,84,-999
2548602,75,-999
2548603,36,-999
2548604,27,-999
2548700,162,-999
2548801,48,-999
2548802,123,-999
2548803,72,18
2548804,21,-999
2548900,90,-999
2549100,171,-999
2549200,186,-999
2549300,90,-999
2549400,84,-999
2549500,129,-999
2549600,156,-999
2549700,87,6
2549801,69,-999
2549802,204,-999
2549900,33,-999
2550000,129,6
2550100,165,6
2550203,27,-999
2550204,12,-999
2550205,168,6
2550207,15,-999
2550300,135,-999
2550400,153,6
2550500,147,-999
2550600,63,-999
2550700,114,-999
2550800,129,-999
2550900,96,-999
2551100,120,9
2551200,105,6
2551301,132,-999
2551500,129,-999
2551604,6,-999
2551605,87,-999
2551606,9,6
2551607,-999,-999
2551608,27,-999
2551702,21,-999
2551703,51,-999
2551704,33,-999
2551705,57,-999
2551800,105,-999
2551900,147,6
2552000,96,-999
2552202,60,9
2552204,141,-999
2552205,165,-999
2552207,54,-999
2552208,33,-999
2552209,42,-999
2552210,96,-999
2552211,72,-999
2552212,63,-999
2552213,42,-999
2552214,33,-999
2552400,123,-999
2552701,114,-999
2552703,60,-999
2552704,48,-999
2552705,45,-999
2552706,21,-999
2552707,42,-999
2552708,63,-999
2552709,69,-999
2552901,15,-999
2552903,45,-999
2552904,27,-999
2552905,-999,-999
2552906,78,-999
2552907,12,-999
2553000,102,9
2553200,93,18
2553403,87,6
2553405,129,6
2553702,36,-999
2553801,24,-999
2553802,24,-999
2553900,12,-999
2554401,30,-999
2554402,57,-999
2554501,168,-999
2554502,108,12
2554503,99,6
2554700,84,6
2554800,120,6
2554900,57,-999
2555001,138,-999
2555500,-999,-999
2555800,-999,-999
2555902,171,-999
2555903,78,9
2555904,117,-999
2556000,42,-999
2556100,63,-999
2556300,75,15
2556400,81,12
2556600,120,9
2556701,90,6
2556702,114,21
2556901,102,15
2556902,102,6
2557000,111,12
2557100,-999,-999
2557200,123,6
2557500,12,-999
2557600,60,9
2557800,-999,-999
2558000,120,21
2558101,33,-999
2558102,78,-999
2558103,39,6
2558104,45,-999
2558200,24,-999
2558300,126,9
2558400,132,6
2558500,93,6
2558600,135,9
2558700,120,9
2558800,111,6
2558900,18,-999
2559000,-999,-999
2559100,48,6
2559200,87,9
2559300,30,6
2559400,66,-999
2559500,54,9
2559600,144,15
2560000,138,21
2560100,69,-999
2560200,99,9
2560300,6,6
2560500,42,-999
2560601,45,6
2560602,9,-999
2560700,39,-999
2560801,78,6
2560802,66,-999
2560803,42,-999
2560900,129,-999
2561101,54,6
2561102,60,9
2561103,39,9
2561200,72,12
2561301,93,-999
2561302,72,-999
2561400,45,-999
2561501,105,9
2561502,126,30
2561801,69,9
2561802,48,6
2561803,54,9
2561804,42,6
2561901,66,-999
2561902,36,-999
2562001,57,6
2562002,33,18
2562003,18,6
2562004,45,18
2562102,-999,-999
2562103,-999,-999
2562104,-999,-999
2562106,-999,-999
2562107,-999,-999
2562202,-999,-999
2562300,42,6
2562400,156,15
2562500,-999,-999
2562600,42,6
2562700,99,12
2562800,42,6
2562900,75,24
2563101,117,9
2563102,78,-999
2563103,117,18
2563104,12,-999
2563200,33,-999
2563300,84,6
2563400,144,9
2563500,81,-999
2563700,129,6
2563800,99,27
2563900,132,6
2564000,168,18
2564100,66,-999
2564200,99,12
2564300,102,15
2564400,75,-999
2564500,153,24
2564600,48,-999
2564901,135,9
2564902,75,-999
2565000,96,21
2565101,21,-999
2565102,87,-999
2565300,135,12
2565400,96,12
2565700,-999,-999
2565800,87,6
2565900,87,-999
2566000,141,9
2566100,60,-999
2566200,102,9
2566300,144,27
2566500,93,6
2566600,165,21
2566700,6,-999
2566800,93,24
2567000,57,15
2567100,99,18
2567200,84,9
2567300,99,-999
2567400,117,18
2567500,99,9
2567600,63,15
2567700,-999,-999
2567900,-999,-999
2568000,42,6
2568100,-999,-999
2568200,69,12
2568300,114,9
2568401,42,12
2568402,36,6
2568403,24,-999
2568404,60,9
2568500,105,27
2568600,81,12
2568700,87,30
2568800,78,9
2568900,132,30
2569000,114,15
2569100,81,6
2569200,126,12
2569300,90,15
2569400,105,39
2569500,144,27
2569601,81,12
2569602,42,-999
2569700,36,-999
2569900,72,15
2570100,60,9
2570200,66,12
2570300,177,24
2570400,129,36
2570500,99,27
2570600,66,15
2570700,69,9
2570800,111,15
2570900,132,6
2571000,78,6
2571100,117,21
2571201,36,-999
2571202,-999,-999
2571300,87,9
2571400,96,12
2571500,99,27
2571600,93,18
2571700,78,39
2571800,75,21
2571900,75,21
2572002,117,12
2572103,-999,-999
2572104,-999,-999
2572105,63,24
2572106,51,21
2572200,-999,-999
2572300,-999,-999
2572401,-999,-999
2572402,-999,-999
2572500,-999,-999
2572601,-999,-999
2572602,-999,-999
2572700,-999,-999
2572802,-999,-999
2572803,-999,-999
2572804,-999,-999
2572805,-999,-999
2572806,-999,-999
2572900,-999,-999
2573000,90,18
2573102,60,21
2573103,-999,-999
2573104,84,15
2573105,6,-999
2573200,-999,-999
2573300,48,12
2573400,51,21
2573601,-999,-999
2573602,45,18
2573700,165,36
2573800,123,33
2573900,78,12
2574000,96,30
2574100,69,27
2574200,114,30
2574300,108,63
2574400,123,18
2574500,54,6
2574600,72,30
2574700,144,57
2574800,117,33
2574900,90,9
2575000,99,57
2575100,33,-999
2575200,81,21
2575300,48,24
2575400,105,24
2575500,42,30
2575600,105,27
2575700,111,15
2575800,123,39
2576000,60,6
2576100,156,45
2576200,129,42
2576300,81,24
2576400,102,24
2576505,-999,-999
2576506,-999,-999
2576507,-999,-999
2576508,-999,-999
2576509,-999,-999
2576510,-999,-999
2576511,78,-999
2576512,72,-999
2576513,36,-999
2576604,51,6
2576605,-999,-999
2576606,-999,-999
2576607,-999,-999
2576608,-999,-999
2576700,123,18
2576800,75,12
2576901,123,15
2576902,147,15
2577002,156,9
2577100,165,24
2577203,-999,-999
2577204,-999,-999
2577205,-999,-999
2577206,-999,-999
2577207,-999,-999
2577300,-999,-999
2577400,90,18
2577500,-999,-999
2577600,-999,-999
2577700,-999,-999
2577801,-999,-999
2577802,60,-999
2577900,-999,-999
2578000,78,6
2578100,114,6
2578200,93,15
2578300,102,9
2578400,54,15
2578500,36,-999
2578600,72,-999
2578700,159,15
2578800,6,9
2578901,63,27
2578902,48,6
2578903,6,-999
2579000,108,15
2579101,57,-999
2579102,51,-999
2579201,120,33
2579202,93,18
2579203,111,33
2579401,90,27
2579402,93,6
2579403,93,21
2579501,6,-999
2579502,63,6
2579600,135,30
2579800,-999,-999
2580100,6,-999
2580301,72,-999
2580303,102,9
2580304,42,-999
2580305,18,-999
2580600,138,18
2580700,117,15
2580800,105,12
2580900,75,-999
2581000,117,6
2581300,117,12
2581400,117,15
2581800,51,9
2581900,57,-999
2582000,93,12
2582100,96,18
2582200,123,12
2582300,171,21
2582400,54,-999
2582501,-999,-999
2582504,12,6
2582600,21,6
2582700,150,9
2582900,177,6
2583000,81,6
2583200,63,15
2583300,63,9
2583400,177,9
2583700,120,12
2583801,72,-999
2583802,78,6
2583803,75,6
2583900,171,9
2584000,69,-999
2584100,96,9
2584200,126,-999
2584300,69,-999
2584400,90,15
2584500,108,12
2584600,9,-999
2584700,90,6
2584900,147,9
2585000,165,12
2585100,147,-999
2585200,144,6
2585300,54,-999
2585400,51,-999
2585500,141,-999
2585600,159,15
2585700,144,-999
2585800,42,9
2585900,129,-999
2586100,117,-999
2586200,-999,-999
2586300,78,-999
2586400,21,-999
2586500,48,-999
2586600,114,15
2586700,30,-999
2586800,33,-999
2586900,60,9
2587000,30,-999
2587100,81,15
2587200,39,6
2587300,90,-999
2587400,69,12
2587500,84,24
2587600,114,12
2587700,84,-999
2587800,90,-999
2587900,129,39
2588100,69,21
2588300,117,12
2588400,24,-999
2588500,102,18
2588600,123,27
2588700,147,21
2588900,6,-999
2589000,-999,-999
2589102,-999,-999
2589201,174,15
2589203,147,15
2589204,63,-999
2589205,57,-999
2589206,12,-999
2589207,27,-999
2589402,96,6
2589403,171,9
2589404,138,12
2589405,105,6
2589406,204,15
2589407,141,6
2589700,60,-999
2589900,129,15
2590000,102,9
2590202,117,33
2590203,6,-999
2590204,120,6
2590302,18,-999
2590400,75,15
2590500,66,12
2590600,156,15
2590700,57,12
2590800,141,9
2590901,45,9
2590902,57,9
2590903,72,6
2590904,36,9
2591000,72,12
2591100,63,12
2591200,156,18
2591300,129,15
2591401,177,18
2591500,24,6
2591601,108,12
2591603,24,-999
2591604,36,9
2591605,48,12
2591701,72,9
2591702,60,15
2591703,54,6
2591704,51,6
2591705,18,-999
2591800,51,9
2591900,99,18
2592000,144,12
2592300,138,9
2592400,156,12
2592500,75,12
2592600,108,21
2592800,102,-999
2593000,111,6
2593100,75,9
2593200,87,9
2593301,15,-999
2593302,60,-999
2593303,54,6
2593304,24,-999
2593400,63,9
2593500,105,-999
2593600,102,-999
2593700,144,9
2593800,105,6
2593901,165,12
2593902,51,6
2594000,48,-999
2594100,132,9
2594300,105,18
2594400,60,6
2594500,72,15
2594600,111,24
2594700,48,12
2594800,105,21
2594900,45,24
2595000,72,9
2595100,81,9
2595200,72,-999
2595300,48,24
2595400,48,6
2595500,81,18
2595600,96,15
2595700,75,33
2595800,120,12
2595900,189,9
2596000,111,21
2596200,117,6
2596300,123,6
2596400,63,18
2596501,54,-999
2596502,48,-999
2596600,135,9
2596700,105,6
2596800,90,-999
2596900,120,15
2597000,114,24
2597100,81,-999
2597200,78,6
2597300,78,-999
2597400,111,6
2597500,66,12
2597600,81,24
2597700,120,-999
2597800,120,9
2597900,90,6
2598000,60,-999
2598100,99,15
2598200,48,-999
2598301,27,15
2598302,6,-999
2598401,30,-999
2598402,87,-999
2598403,18,-999
2598404,39,6
2598405,33,6
2598500,72,15
2598700,132,18
2598800,102,18
2598900,-999,-999
2599300,-999,-999
2599400,-999,-999
2599500,120,24
2599600,30,-999
2599700,-999,-999
2599800,-999,-999
2600000,-999,-999
2600100,-999,-999
2600200,-999,-999
2600300,-999,-999
2600401,-999,-999
2600402,-999,-999
2600500,-999,-999
2600600,-999,-999
2600700,-999,-999
2600800,-999,-999
2601001,-999,-999
2601002,33,-999
2601100,99,6
2601200,111,9
2601300,99,-999
2601400,99,6
2601500,156,12
2601600,156,27
2601700,75,-999
2601800,114,12
2601900,111,9
2602000,117,12
2602100,120,15
2602200,-999,-999
2602300,-999,-999
2602500,18,-999
2602600,153,9
2602700,111,15
2602801,-999,-999
2602802,-999,-999
2602900,-999,-999
2603000,-999,-999
2603100,-999,-999
2603200,-999,-999
2603302,39,-999
2603303,24,-999
2603500,171,9
2603603,48,18
2603605,54,6
2603607,-999,-999
2603608,-999,-999
2603700,-999,-999
2603800,-999,-999
2603900,99,12
2604000,105,42
2604100,78,30
2604200,150,9
2604300,69,9
2604400,108,18
2604504,18,-999
2604505,-999,-999
2604506,-999,-999
2604507,-999,-999
2604508,-999,-999
2604509,-999,-999
2604510,-999,-999
2604511,-999,-999
2604512,273,24
2604513,-999,-999
2604514,-999,-999
2604515,-999,-999
2604600,81,9
2604700,99,9
2604801,105,6
2604802,75,9
2604803,54,-999
2604804,-999,-999
2605100,99,27
2605200,141,6
2605300,75,-999
2605400,141,6
2605600,135,9
2605700,108,27
2605800,111,6
2605900,126,15
2606001,63,-999
2606002,51,6
2606003,27,21
2606100,69,15
2606200,66,9
2606300,66,9
2606400,-999,-999
2606500,9,-999
2606700,81,6
2606800,-999,-999
2606900,15,-999
2607200,-999,-999
2607300,-999,-999
2607400,102,12
2607500,63,12
2607600,42,15
2607900,195,15
2608000,90,21
2608100,186,12
2608200,57,6
2608300,-999,-999
2608400,21,9
2609000,111,15
2609100,144,24
2609200,150,15
2609400,99,30
2609600,135,12
2609800,141,18
2609900,99,18
2610000,114,-999
2610100,81,6
2610200,75,9
2610400,102,6
2610600,102,15
2610700,111,12
2610900,72,-999
2611100,129,6
2611200,45,-999
2611400,165,-999
2611500,60,15
2611601,48,-999
2611602,21,18
2611603,75,6
2611701,51,-999
2611702,75,-999
2611703,84,6
2611704,60,-999
2611705,39,9
2611800,84,6
2611900,78,9
2612000,96,15
2612100,57,12
2612200,150,24
2612300,66,15
2612400,84,9
2612501,96,9
2612502,51,12
2612700,99,30
2612800,102,-999
2613100,93,24
2613200,123,12
2613300,111,15
2613400,90,15
2613600,57,-999
2613700,117,15
2613800,81,9
2613900,111,24
2614000,102,6
2614100,126,33
2614200,102,21
2614300,156,18
2614400,165,12
2614500,57,18
2614601,-999,-999
2614602,-999,-999
2614603,24,-999
2614604,21,-999
2614700,69,-999
2614800,72,15
2614900,126,18
2615000,-999,-999
2615100,-999,-999
2615200,-999,-999
2615300,-999,-999
2615400,-999,-999
2615500,-999,-999
2615600,-999,-999
2615700,-999,-999
2615800,-999,-999
2615901,-999,-999
2615902,-999,-999
2616000,-999,-999
2616100,-999,-999
2616200,-999,-999
2616400,-999,-999
2616500,-999,-999
2616600,-999,-999
2616700,-999,-999
2616800,-999,-999
2616900,-999,-999
2617000,-999,-999
2617100,-999,-999
2617201,69,-999
2617202,54,6
2617203,36,-999
2617204,54,6
2617300,9,-999
2617400,-999,-999
2617500,6,-999
2617601,-999,-999
2617700,-999,-999
2617800,-999,-999
2617900,6,-999
2618100,-999,-999
2618200,-999,-999
2618300,-999,-999
2618400,-999,-999
2618500,6,-999
2618600,-999,-999
2618700,30,-999
2618800,117,-999
2618900,-999,-999
2619000,-999,-999
2619100,-999,-999
2619200,36,6
2619300,114,18
2619400,105,24
2619500,57,-999
2619600,120,6
2619700,147,6
2619901,69,9
2619902,81,-999
2619903,123,6
2620000,126,9
2620200,39,-999
2620300,171,-999
2620400,132,-999
2620500,102,-999
2620600,48,-999
2620700,-999,-999
2620801,72,9
2620802,60,6
2620803,51,-999
2620900,147,9
2621000,78,12
2621100,18,-999
2621300,102,-999
2621400,75,9
2621501,75,-999
2621502,66,6
2621503,99,12
2621601,93,6
2621602,93,-999
2621603,81,9
2621702,27,-999
2621703,99,9
2621800,87,-999
2621900,162,9
2622100,75,-999
2622200,60,-999
2622300,171,-999
2622701,105,-999
2622702,93,6
2622703,87,-999
2622801,93,6
2622802,81,9
2622803,87,-999
2623000,147,9
2623100,93,-999
2623200,108,-999
2623400,-999,-999
2623500,-999,-999
2623600,-999,-999
2623700,-999,-999
2623800,-999,-999
2623900,-999,-999
2624000,-999,-999
2624100,-999,-999
2624301,66,15
2624302,45,-999
2624401,111,9
2624402,84,9
2624501,45,6
2624502,63,-999
2624601,27,-999
2624602,51,-999
2624801,57,-999
2624802,63,-999
2624803,87,9
2624804,45,-999
2624805,57,6
2625000,90,6
2625200,105,-999
2625300,78,-999
2625400,117,6
2625500,99,-999
2625600,60,-999
2625700,117,9
2625800,171,9
2626000,141,12
2626100,111,-999
2626200,99,-999
2626300,93,-999
2626400,120,6
2626500,54,-999
2626800,24,-999
2626900,162,9
2627000,57,9
2627100,66,9
2627200,126,-999
2627300,132,-999
2627400,171,6
2627500,114,9
2627600,108,6
2627700,81,-999
2627900,135,6
2628000,114,9
2628100,108,6
2628200,105,6
2628400,135,-999
2628600,147,9
2628700,99,9
2628800,114,-999
2629000,96,-999
2629100,117,-999
2629201,111,-999
2629202,84,-999
2629203,69,-999
2629204,-999,-999
2629301,-999,-999
2629302,78,-999
2629303,75,-999
2629400,120,6
2629501,144,9
2629502,141,6
2629600,114,15
2629700,105,-999
2629800,69,6
2629900,48,-999
2630000,99,-999
2630100,63,6
2630200,96,6
2630300,156,12
2630400,186,12
2630500,156,21
2630600,159,27
2630700,123,36
2630800,147,33
2630900,126,18
2631000,105,18
2631100,54,-999
2631200,138,36
2631400,111,42
2631501,75,12
2631502,39,-999
2631503,54,-999
2631600,90,6
2631701,-999,-999
2631702,75,-999
2631703,96,-999
2631800,105,12
2631901,111,12
2631902,96,-999
2631903,81,-999
2632000,-999,-999
2632100,48,-999
2632201,102,33
2632202,111,6
2632300,144,30
2632400,87,-999
2632500,78,15
2632600,123,-999
2632700,87,15
2632800,21,-999
2632900,102,15
2633000,135,-999
2633100,141,6
2633200,144,6
2633300,87,-999
2633400,162,6
2633500,147,6
2633600,111,9
2633700,138,12
2633800,141,-999
2633900,72,-999
2634000,39,-999
2634100,93,-999
2634200,141,6
2634300,96,-999
2634400,117,18
2634500,153,12
2634600,108,-999
2634700,117,18
2634800,150,12
2634900,42,-999
2635000,45,6
2635100,111,6
2635200,177,-999
2635300,120,-999
2635500,126,6
2635600,84,-999
2635700,27,-999
2635801,48,-999
2635802,114,6
2635900,120,12
2636000,72,-999
2636100,147,-999
2636200,171,-999
2636300,39,-999
2636400,99,-999
2636500,174,-999
2636600,123,-999
2636700,129,6
2637000,105,18
2637100,27,-999
2637300,123,-999
2637400,84,6
2637500,192,6
2637600,165,-999
2637700,132,12
2637800,138,-999
2638000,96,-999
2638201,75,-999
2638202,90,-999
2638203,39,-999
2638300,120,-999
2638401,93,6
2638402,69,-999
2638403,84,-999
2638702,114,9
2639000,153,9
2639100,141,9
2639200,171,12
2639300,75,-999
2639500,102,6
2639600,123,-999
2639700,99,9
2639800,144,6
2639900,177,6
2640000,117,-999
2640100,183,15
2640200,90,6
2640300,141,-999
2640400,153,-999
2640500,159,12
2640600,111,15
2640800,87,9
2640900,129,-999
2641000,42,18
2641100,81,-999
2641200,123,18
2641400,171,12
2641500,129,6
2641600,108,9
2641701,153,6
2641702,27,-999
2641800,75,6
2641900,180,9
2642001,42,-999
2642002,69,-999
2642003,33,-999
2642100,135,15
2642200,72,-999
2642300,216,9
2642400,-999,-999
2642500,144,12
2642600,120,6
2642900,129,24
2643000,138,9
2643100,150,21
2643200,36,-999
2643300,81,-999
2643500,105,9
2643700,144,-999
2643800,132,-999
2643900,129,15
2644100,66,-999
2644200,117,9
2644300,126,-999
2644400,66,-999
2644500,138,15
2644600,105,15
2644700,132,6
2644901,30,-999
2644902,24,6
2644903,-999,-999
2644904,51,-999
2644905,57,15
2645000,93,-999
2645100,132,12
2645200,126,9
2645300,120,18
2645400,57,6
2645600,153,-999
2645700,147,6
2645800,174,9
2645900,177,9
2646000,135,-999
2646201,42,-999
2646202,51,-999
2646203,39,-999
2646300,177,-999
2646400,126,-999
2646600,102,-999
2646700,162,-999
2646900,90,6
2647000,174,9
2647100,156,9
2647300,75,6
2647400,177,-999
2647500,-999,-999
2647700,57,6
2647800,-999,-999
2647900,9,-999
2648000,-999,-999
2648100,-999,-999
2648200,-999,-999
2648300,6,-999
2648400,-999,-999
2648500,-999,-999
2648600,-999,-999
2648700,-999,-999
2648800,-999,-999
2648900,-999,-999
2649000,9,-999
2649100,-999,-999
2649200,6,-999
2649500,24,-999
2649600,-999,-999
2649700,-999,-999
2649800,-999,-999
2649900,-999,-999
2650000,-999,-999
2650100,114,12
2650200,-999,-999
2650300,-999,-999
2650400,96,-999
2650500,-999,-999
2650600,-999,-999
2650700,-999,-999
2650800,-999,-999
2650900,9,-999
2651000,9,-999
2651900,-999,-999
2652000,-999,-999
2652100,-999,-999
2652300,-999,-999
2652400,-999,-999
2652600,-999,-999
2652700,-999,-999
2652800,24,-999
2652900,75,-999
2653000,-999,-999
2653200,30,-999
2653300,-999,-999
2653400,-999,-999
2653500,18,-999
2653600,-999,-999
2653700,-999,-999
2653800,78,-999
2653900,81,-999
2654000,120,-999
2654101,21,-999
2654102,24,6
2654103,12,-999
2654104,33,-999
2654105,24,-999
2654106,-999,-999
2654107,-999,-999
2654200,114,-999
2654300,126,9
2654400,30,-999
2654500,45,6
2654600,33,6
2654700,69,6
2654801,90,-999
2654802,75,-999
2654803,93,-999
2654900,9,-999
2655301,42,6
2655302,48,-999
2655303,45,-999
2655304,48,-999
2655400,135,-999
2655900,-999,-999
2656100,63,6
2656200,-999,-999
2656300,-999,-999
2656400,24,6
2656600,27,-999
2656900,165,12
2657000,153,9
2657100,39,-999
2657300,78,6
2657400,117,18
2657500,138,15
2658000,-999,-999
2658200,-999,-999
2658300,-999,-999
2658400,-999,-999
2658500,-999,-999
2658602,48,-999
2658603,42,-999
2658604,30,15
2658701,51,-999
2658702,45,-999
2658703,48,-999
2658704,36,-999
2658801,81,9
2658802,81,-999
2658803,84,-999
2658804,93,15
2658901,96,-999
2658902,90,6
2658903,63,6
2659002,78,-999
2659003,72,-999
2659004,66,-999
2659101,69,-999
2659102,75,6
2659200,-999,-999
2659301,-999,-999
2659302,-999,-999
2659400,-999,-999
2659700,126,18
2659801,60,-999
2659802,75,6
2659803,51,6
2659804,33,-999
2660001,99,6
2660002,72,-999
2660003,27,-999
2660300,123,30
2660400,189,6
2660500,45,-999
2660600,132,6
2660700,141,-999
2660800,93,-999
2660900,114,-999
2661000,81,6
2661100,132,-999
2661200,93,-999
2661300,132,6
2661400,159,6
2661500,57,-999
2661600,60,-999
2661700,78,6
2661800,84,6
2661900,84,6
2662000,36,6
2662100,78,-999
2662200,54,-999
2662300,147,15
2662400,153,-999
2662500,159,9
2662600,126,6
2662700,111,-999
2662900,117,-999
2663100,78,-999
2663200,87,-999
2663301,87,-999
2663302,-999,-999
2663303,57,-999
2663304,57,-999
2663500,120,9
2663600,159,-999
2663700,12,-999
2663800,-999,-999
2663900,81,9
