MB2025_V1_00,General_Electoral_Population,Māori_Electoral_Population
0126100,30,-999
0126200,-999,-999
0126300,36,15
0126400,30,12
0126500,15,-999
0126600,21,6
0126700,-999,-999
0126800,42,6
0126900,90,48
0127000,57,21
0127100,12,6
0127200,84,33
0127300,69,9
0127400,36,6
0127500,54,9
0127600,39,12
0127700,39,-999
0127800,24,9
0127900,30,-999
0128000,24,-999
0128100,21,9
0128200,24,-999
0128300,42,-999
0128400,45,6
0128500,54,-999
0128600,102,6
0128701,33,-999
0128702,69,-999
0128800,81,-999
0128900,45,18
0129000,69,6
0129100,42,9
0129200,48,39
0129400,69,6
0129500,57,12
0129700,60,6
0129800,51,9
0129900,81,-999
0130000,39,9
0130100,75,-999
0130200,84,9
0130300,81,9
0130400,57,-999
0130500,84,-999
0130600,129,9
0130801,90,27
0130802,57,-999
0130803,60,-999
0130902,84,9
0131000,-999,-999
0131100,48,6
0131200,90,36
0131300,57,9
0131400,87,33
0131500,117,18
0131600,21,9
0131700,42,-999
0131801,81,12
0131802,9,-999
0131803,24,-999
0131900,111,21
0132100,57,-999
0132202,9,-999
0132300,9,-999
0132401,48,9
0132402,21,-999
0132403,84,-999
0132501,96,12
0132502,-999,-999
0132600,72,12
0132700,111,-999
0132801,120,6
0132802,48,-999
0132803,18,9
0132804,48,-999
0132805,66,-999
0132806,36,6
0132807,39,18
0132900,18,-999
0133000,147,39
0133100,30,39
0133200,93,69
0133300,15,-999
0133411,18,-999
0133412,24,-999
0133413,30,6
0133414,30,12
0133415,30,-999
0133416,30,-999
0133417,27,-999
0133418,15,6
0133419,60,-999
0133420,39,-999
0133421,30,-999
0133422,27,-999
0133423,81,6
0133424,21,-999
0133427,60,-999
0133428,60,12
0133430,33,12
0133431,57,-999
0133432,39,6
0133433,36,-999
0133434,24,-999
0133435,60,6
0133436,21,-999
0133437,27,-999
0133438,33,-999
0133439,33,-999
0133440,45,-999
0133441,27,-999
0133442,24,-999
0133443,24,-999
0133444,99,-999
0133445,96,-999
0133446,18,-999
0133447,69,-999
0133448,60,9
0133450,45,-999
0133451,27,-999
0133452,21,-999
0133501,204,9
0133502,273,15
0133503,147,6
0133504,144,12
0133505,162,9
0133506,105,-999
0133703,156,-999
0133704,132,-999
0133706,141,9
0133707,138,6
0133708,12,-999
0133709,78,-999
0134000,174,-999
0134100,57,6
0134201,39,-999
0134202,33,-999
0134301,66,24
0134302,6,-999
0134500,63,18
0134600,18,-999
0134700,105,-999
0134800,129,6
0134901,48,6
0134902,57,6
0135001,6,-999
0135002,27,-999
0135003,33,6
0135100,36,12
0135300,147,-999
0135400,144,18
0135500,9,-999
0135600,108,12
0135700,153,21
0135800,198,24
0135900,78,-999
0136000,78,6
0136101,192,18
0136102,15,-999
0136201,15,-999
0136202,24,6
0136203,84,9
0136204,72,-999
0136205,75,-999
0136301,81,15
0136302,48,6
0136303,57,-999
0136400,72,-999
0136500,42,-999
0136600,90,9
0136700,60,-999
0136800,33,-999
0136900,78,-999
0137000,105,30
0137200,-999,-999
0137300,42,30
0137501,36,-999
0137502,180,9
0137602,-999,-999
0137701,6,-999
0137702,54,-999
0137703,24,-999
0137704,30,-999
0137705,33,-999
0137706,6,-999
0137707,30,-999
0137708,153,-999
0137800,72,12
0137901,63,-999
0137902,-999,-999
0137903,12,-999
0137905,24,-999
0137906,27,-999
0137907,30,-999
0137908,9,-999
0138002,96,-999
0138003,84,-999
0138004,63,6
0138101,174,-999
0138103,12,-999
0138104,81,6
0138105,120,-999
0138106,90,-999
0138107,45,-999
0138201,81,6
0138202,51,-999
0138203,135,-999
0138300,90,-999
0138400,75,6
0138500,132,-999
0138601,132,-999
0138603,84,6
0138604,60,-999
0138605,21,-999
0138807,-999,-999
0138809,-999,-999
0138810,30,-999
0138811,63,-999
0138812,27,-999
0138817,39,-999
0138821,75,-999
0139000,87,-999
0139102,-999,-999
0139103,12,-999
0139104,27,-999
0139105,138,-999
0139106,39,-999
0139107,195,18
0139200,90,-999
0139301,48,-999
0139302,66,-999
0139303,27,-999
0139304,84,-999
0139305,93,-999
0139400,117,-999
0139501,162,9
0139504,195,18
0139505,168,6
0139506,51,-999
0139600,-999,-999
0139700,42,-999
0139800,54,-999
0140102,201,6
0140105,96,15
0140106,78,6
0140107,66,-999
0140108,90,-999
0140201,12,-999
0140202,84,-999
0140203,114,6
0140204,39,-999
0140600,9,-999
0140700,39,-999
0140800,75,6
0140900,153,9
0141003,60,-999
0141004,54,-999
0141005,66,12
0141006,81,-999
0141103,171,6
0141301,78,12
0141302,93,-999
0141303,159,6
0141304,48,-999
0141305,108,-999
0141306,216,6
0141307,27,-999
0141400,177,6
0141508,60,-999
0141511,138,6
0141512,132,-999
0141513,30,-999
0141514,66,-999
0141515,72,-999
0141516,18,-999
0141517,51,-999
0141605,138,-999
0141606,129,-999
0141607,87,-999
0141608,114,6
0141707,57,-999
0141708,21,-999
0141709,15,-999
0141710,27,-999
0141711,33,-999
0141712,36,-999
0141713,72,-999
0141714,42,-999
0141715,51,-999
0141716,36,-999
0141717,48,-999
0141718,6,-999
0141807,150,-999
0141808,81,-999
0141809,39,6
0141810,21,-999
0141811,105,-999
0141813,99,-999
0141814,63,-999
0141815,30,-999
0141816,54,-999
0141901,-999,-999
0142000,-999,-999
0142200,102,15
0142600,99,9
0142700,87,12
0142800,138,6
0142900,27,-999
0143000,42,12
0143100,123,30
0143200,120,24
0143300,102,12
0143400,87,15
0143500,48,21
0143600,72,30
0143700,93,18
0143800,165,6
0144100,243,42
0144200,27,-999
0144400,132,12
0144500,111,6
0144600,108,15
0144700,81,21
0144800,51,6
0144900,69,15
0145000,150,15
0145100,105,6
0145200,159,12
0145300,132,-999
0145900,165,6
0146003,84,-999
0146004,168,-999
0146005,45,-999
0146101,120,-999
0146102,27,-999
0146103,54,-999
0146104,102,-999
0146105,33,-999
0146300,120,108
0146400,192,24
0146500,144,9
0146600,141,21
0146701,201,18
0146702,126,-999
0146703,87,-999
0146704,-999,-999
0146705,63,-999
0146902,120,9
0147101,21,-999
0147104,-999,-999
0147107,129,-999
0147108,138,-999
0147109,51,-999
0147110,33,-999
0147201,-999,-999
0147202,-999,-999
0147206,-999,-999
0147208,-999,-999
0147209,-999,-999
0147211,-999,-999
0147212,-999,-999
0147213,-999,-999
0147214,-999,-999
0147215,-999,-999
0147302,-999,-999
0147303,-999,-999
0147305,-999,-999
0147307,-999,-999
0147309,-999,-999
0147310,-999,-999
0147311,-999,-999
0147312,-999,-999
0147314,-999,-999
0147315,-999,-999
0147316,-999,-999
0147317,-999,-999
0147320,-999,-999
0147322,-999,-999
0147323,-999,-999
0147324,-999,-999
0147400,108,-999
0147500,207,-999
0147700,87,6
0147800,99,-999
0147900,33,-999
0148000,75,-999
0148100,42,-999
0148201,90,-999
0148202,27,-999
0148301,45,6
0148302,33,-999
0148400,174,-999
0148500,174,-999
0148601,72,-999
0148602,96,6
0148603,36,-999
0148701,-999,-999
0148703,51,-999
0148704,42,-999
0148705,78,-999
0148706,54,-999
0148707,69,6
0148801,-999,-999
0148802,96,12
0148900,90,-999
0149000,120,-999
0149100,138,-999
0149200,141,-999
0149300,126,-999
0149400,144,-999
0149500,117,-999
0149600,78,-999
0149700,111,-999
0149800,174,-999
0149900,213,9
0150000,165,6
0150103,45,-999
0150104,27,-999
0150105,60,-999
0150106,201,6
0150107,45,-999
0150300,93,-999
0150400,180,6
0150500,63,-999
0150600,147,-999
0150700,72,18
0150801,90,9
0150802,66,-999
0150900,147,-999
0151000,141,-999
0151101,57,-999
0151103,57,-999
0151104,42,-999
0151201,39,-999
0151202,114,-999
0151300,132,6
0151400,195,-999
0151500,213,-999
0151601,45,-999
0151602,84,-999
0151603,63,-999
0151700,138,-999
0151800,66,-999
0151900,60,-999
0152000,63,-999
0152100,141,6
0152200,150,-999
0152300,126,6
0152400,111,-999
0152500,159,-999
0152600,195,-999
0152700,192,-999
0153100,216,6
0153200,114,-999
0153300,96,9
0153400,87,-999
0153500,156,-999
0153600,162,6
0153800,150,-999
0153902,51,9
0153903,75,6
0153904,-999,-999
0154001,102,-999
0154002,96,-999
0154100,168,6
0154201,42,-999
0154202,66,-999
0154300,120,-999
0154400,114,-999
0154500,159,6
0154600,141,6
0154700,201,12
0154800,186,6
0154900,114,-999
0155000,147,-999
0155100,132,-999
0155200,150,-999
0155300,153,-999
0155400,75,-999
0155500,150,-999
0155601,27,-999
0155602,57,-999
0155604,210,-999
0155605,30,-999
0155701,147,-999
0155704,60,-999
0155705,12,-999
0155706,96,-999
0155707,60,-999
0155708,105,-999
0155709,81,-999
0155802,33,-999
0155901,165,-999
0155902,144,-999
0156001,57,-999
0156002,69,-999
0156101,90,-999
0156102,222,-999
0156200,231,-999
0156301,72,-999
0156302,177,-999
0156402,45,-999
0156403,105,-999
0156502,117,-999
0156503,180,-999
0156505,39,-999
0156507,117,-999
0156601,66,-999
0156602,72,-999
0156701,84,-999
0156702,78,-999
0156800,159,-999
0156900,180,6
0157000,174,-999
0157100,186,9
0157201,48,-999
0157202,51,-999
0157203,105,6
0157400,204,-999
0157500,192,-999
0157600,186,-999
0157700,213,-999
0157800,189,-999
0157900,162,9
0158100,171,-999
0158300,72,-999
0158400,114,-999
0158501,72,-999
0158502,132,-999
0158600,189,-999
0158701,183,9
0158702,186,6
0158705,147,-999
0158706,213,-999
0158707,228,-999
0158708,96,-999
0158804,129,6
0158805,129,6
0158806,93,-999
0158807,57,-999
0158808,81,-999
0158903,171,-999
0158904,192,-999
0158905,54,-999
0158906,81,-999
0158907,54,-999
0158908,27,-999
0158909,27,-999
0159003,234,-999
0159100,21,-999
0159201,87,-999
0159202,69,-999
0159203,84,-999
0159204,48,-999
0159205,51,-999
0159300,123,6
0159400,195,9
0159501,45,12
0159502,66,-999
0159601,84,-999
0159602,63,-999
0159700,123,-999
0159801,66,-999
0159802,81,-999
0159900,81,-999
0160000,156,-999
0160100,180,-999
0160201,96,-999
0160202,78,-999
0160301,69,-999
0160302,78,6
0160401,126,-999
0160403,204,-999
0160404,99,-999
0160405,108,9
0160700,144,-999
0160800,30,-999
0160900,-999,-999
0161000,84,-999
0161100,-999,-999
0161200,75,-999
0161500,18,-999
0161600,78,-999
0161701,132,-999
0161702,24,-999
0161800,102,-999
0161900,141,9
0162300,66,-999
0162502,141,-999
0162600,156,-999
0162800,210,-999
0163000,147,-999
0163100,222,-999
0163200,87,-999
0163300,132,-999
0163400,147,-999
0163500,189,-999
0163600,201,12
0163700,144,-999
0163800,108,-999
0163902,33,-999
0163903,66,6
0163904,48,-999
0163905,57,-999
0164001,99,9
0164003,108,9
0164101,189,-999
0164102,132,6
0164201,18,-999
0164202,159,-999
0164203,159,-999
0164300,108,12
0164400,162,9
0164501,57,-999
0164502,84,6
0164600,150,9
0164700,165,6
0164800,195,6
0164900,204,6
0165000,114,-999
0165100,147,-999
0165200,213,-999
0165300,138,6
0165400,171,12
0165500,159,6
0165602,90,6
0165604,126,-999
0165605,81,-999
0165606,60,-999
0165607,120,15
0165608,141,-999
0165609,72,6
0165700,147,-999
0165801,129,6
0165805,81,-999
0165806,90,-999
0165807,159,6
0165808,36,-999
0165809,21,-999
0165810,51,9
0165811,54,6
0166102,144,6
0166103,237,6
0166105,108,-999
0166200,228,6
0166301,72,-999
0166302,42,9
0166303,96,-999
0166304,81,-999
0166305,63,-999
0166401,192,15
0166405,60,-999
0166406,108,-999
0166407,123,-999
0166408,90,-999
0166409,69,-999
0166410,90,-999
0166500,144,-999
0166700,159,-999
0166800,234,12
0166901,114,-999
0166902,102,-999
0166903,120,-999
0166904,117,6
0166905,132,-999
0167000,129,6
0167100,159,6
0167201,57,6
0167202,69,-999
0167301,75,-999
0167302,81,-999
0167303,45,-999
0167400,141,-999
0167500,138,9
0167601,18,-999
0167602,141,-999
0167700,159,-999
0167800,141,-999
0168001,168,-999
0168002,39,-999
0168100,186,12
0168200,84,-999
0168300,117,9
0168400,156,-999
0168500,120,-999
0168601,54,-999
0168602,21,-999
0168701,51,-999
0168702,18,6
0168800,48,-999
0168901,156,-999
0169100,126,-999
0169200,66,-999
0169300,84,-999
0169400,117,9
0169500,84,-999
0169600,99,6
0169700,159,6
0169800,102,-999
0169900,99,6
0170000,66,6
0170100,126,-999
0170200,192,-999
0170300,108,-999
0170401,99,-999
0170402,18,-999
0170403,51,-999
0170500,135,-999
0170601,72,6
0170602,54,-999
0170603,81,-999
0170604,36,6
0170605,69,-999
0170700,-999,-999
0170803,162,15
0170805,-999,-999
0170806,-999,-999
0170809,69,9
0170810,165,12
0170811,75,12
0170812,87,6
0170900,159,12
0171000,60,-999
0171101,129,-999
0171102,57,-999
0171103,81,-999
0171104,96,-999
0171201,42,-999
0171202,54,-999
0171203,66,-999
0171204,36,-999
0171205,60,-999
0171308,108,-999
0171309,96,6
0171310,99,-999
0171311,96,-999
0171312,126,-999
0171313,63,-999
0171314,48,-999
0171315,45,-999
0171316,36,-999
0171317,57,-999
0171318,78,-999
0171319,84,-999
0171320,69,-999
0171321,48,-999
0171601,120,6
0171603,93,-999
0171703,48,-999
0171705,69,-999
0171708,117,6
0171803,81,-999
0171805,48,-999
0171806,57,6
0171807,51,-999
0171808,63,-999
0171809,78,-999
0171810,51,-999
0171811,36,-999
0171903,117,-999
0171904,141,-999
0171906,84,-999
0171907,120,-999
0171908,123,-999
0171909,138,-999
0171910,132,-999
0171911,72,-999
0172000,-999,-999
0172101,33,-999
0172103,36,-999
0172104,6,-999
0172105,54,-999
0172106,39,-999
0172107,84,-999
0172108,24,-999
0172203,54,-999
0172204,54,6
0172205,54,-999
0172206,48,-999
0172207,36,-999
0172501,126,-999
0172601,150,9
0172603,249,6
0172703,150,-999
0172704,180,-999
0172807,318,-999
0172902,141,-999
0172905,150,15
0173003,108,-999
0173005,144,-999
0173006,102,-999
0173007,54,-999
0173008,48,-999
0173009,45,-999
0173010,51,-999
0173011,45,-999
0173012,36,-999
0173013,54,-999
0173105,126,6
0173113,138,-999
0173114,153,12
0173115,192,9
0173116,33,6
0173117,147,-999
0173118,219,-999
0173119,90,-999
0173120,93,-999
0173121,87,6
0173309,231,15
0173310,192,27
0173404,99,-999
0173406,177,6
0173410,114,-999
0173411,36,-999
0173412,96,-999
0173413,147,-999
0173414,198,12
0173415,138,9
0173416,162,6
0173417,159,9
0173418,78,9
0173501,138,6
0173504,72,-999
0173505,51,-999
0173506,60,-999
0173507,33,6
0173508,78,-999
0173509,69,-999
0173604,135,9
0173605,138,21
0173706,213,15
0173707,90,6
0173708,36,-999
0173709,45,-999
0173710,39,-999
0173711,81,-999
0173712,93,9
0173713,27,-999
0173714,63,6
0173715,78,-999
0173716,90,-999
0173717,33,12
0173718,75,6
0173804,126,6
0173805,186,6
0173806,273,-999
0173807,126,6
0173808,120,-999
0173809,9,-999
0173810,111,-999
0173811,138,6
0173905,189,-999
0173906,195,9
0173907,216,12
0173910,120,6
0173911,96,9
0173912,129,12
0173913,123,-999
0174004,177,-999
0174005,150,-999
0174006,159,15
0174008,27,-999
0174009,78,-999
0174010,66,-999
0174011,75,6
0174103,117,6
0174106,108,9
0174107,114,-999
0174108,72,-999
0174109,48,-999
0174110,57,-999
0174111,30,-999
0174203,93,-999
0174208,57,6
0174209,69,9
0174210,51,-999
0174211,54,-999
0174212,81,-999
0174213,66,9
0174214,45,9
0174215,42,6
0174216,72,-999
0174217,54,9
0174218,54,6
0174219,54,-999
0174220,42,-999
0174221,57,6
0174222,48,9
0174301,66,-999
0174302,69,9
0174303,84,-999
0174304,87,9
0174405,48,-999
0174406,63,-999
0174407,39,-999
0174408,96,9
0174409,39,6
0174410,75,9
0174411,75,6
0174412,96,6
0174505,54,-999
0174506,90,-999
0174507,135,6
0174508,150,9
0174510,93,9
0174512,24,-999
0174513,75,9
0174514,81,-999
0174515,60,-999
0174516,36,9
0174517,99,-999
0174601,186,-999
0174606,177,6
0174607,177,6
0174608,117,9
0174609,42,-999
0174610,72,-999
0174611,60,-999
0174612,72,9
0174613,93,-999
0174701,117,-999
0174702,147,6
0174802,147,6
0174903,24,-999
0174904,60,-999
0174905,243,15
0174906,156,-999
0174907,195,-999
0174908,165,21
0175004,39,-999
0175007,102,-999
0175009,141,-999
0175010,174,6
0175011,189,-999
0175012,147,6
0175013,30,-999
0175104,6,-999
0175106,192,12
0175110,33,-999
0175111,102,6
0175114,165,-999
0175116,102,-999
0175122,141,-999
0175125,57,6
0175129,69,6
0175132,132,-999
0175133,93,-999
0175134,126,6
0175135,54,-999
0175136,51,-999
0175137,75,-999
0175138,69,-999
0175139,132,-999
0175140,84,6
0175141,69,-999
0175142,81,-999
0175143,51,-999
0175144,102,-999
0175145,72,-999
0175200,9,-999
0175300,-999,-999
0175600,48,-999
0175805,177,-999
0175806,144,-999
0175810,165,-999
0175811,102,6
0175812,123,6
0175813,54,-999
0175814,126,-999
0175817,-999,-999
0175818,180,-999
0175902,75,-999
0175904,174,27
0175906,138,21
0175907,120,-999
0175908,42,-999
0175909,93,24
0175910,93,-999
0176003,216,9
0176005,-999,-999
0176006,144,-999
0176007,165,6
0176101,210,-999
0176103,81,-999
0176104,51,-999
0176105,114,-999
0176106,78,9
0176202,-999,-999
0176203,-999,-999
0176204,63,-999
0176301,108,-999
0176304,15,-999
0176403,36,-999
0176404,6,-999
0176409,162,-999
0176410,99,6
0176414,267,-999
0176415,120,6
0176506,90,-999
0176507,81,-999
0176508,66,12
0176509,54,-999
0176510,72,-999
0176511,24,-999
0176512,87,-999
0176513,102,-999
0176514,87,6
0176515,132,6
0176516,57,-999
0176517,-999,-999
0176518,54,-999
0176602,15,-999
0176700,153,6
0176801,78,-999
0176901,138,6
0176902,78,9
0176903,81,6
0176904,126,-999
0176905,120,6
0176906,15,-999
0177100,48,-999
0177200,48,-999
0177300,255,18
0177401,156,-999
0177402,105,-999
0177403,93,-999
0177404,63,-999
0177405,75,-999
0177500,216,6
0177600,210,6
0177701,123,-999
0177803,201,12
0177900,90,-999
0178001,180,-999
0178002,177,-999
0178201,126,-999
0178302,-999,-999
0178303,108,-999
0178304,210,-999
0178308,123,-999
0178309,96,-999
0178311,45,-999
0178312,66,6
0178313,54,-999
0178401,75,-999
0178403,66,-999
0178404,126,-999
0178406,81,-999
0178407,102,-999
0178408,75,-999
0178409,114,-999
0178504,255,-999
0178505,159,-999
0178506,30,-999
0178507,42,-999
0178508,42,-999
0178509,36,-999
0178510,39,-999
0178511,93,-999
0178602,147,-999
0178606,105,-999
0178608,105,-999
0178609,147,-999
0178610,114,-999
0178611,90,6
0178701,207,9
0178706,117,6
0178707,150,-999
0178709,156,-999
0178710,33,6
0178711,162,6
0178712,189,-999
0178713,123,-999
0179102,141,-999
0179105,174,-999
0179110,66,-999
0179111,111,-999
0179112,309,-999
0179113,63,-999
0179114,105,6
0179116,126,6
0179117,177,-999
0179118,177,-999
0179121,69,-999
0179122,69,-999
0179123,123,9
0179124,48,-999
0179125,96,-999
0179126,54,-999
0179127,72,-999
0179128,60,-999
0179129,36,-999
0179130,93,-999
0179131,69,-999
0179132,75,6
0179133,48,-999
0179134,39,-999
0179135,48,-999
0179204,30,-999
0179205,33,-999
0179206,45,-999
0179207,111,-999
0179208,75,-999
0179209,78,-999
0179210,78,-999
0179211,207,-999
0179212,159,-999
0179213,117,6
0179214,93,-999
0179215,156,-999
0179216,69,6
0179217,102,-999
0179218,72,-999
0179219,105,-999
0179301,129,-999
0179303,165,-999
0179304,24,-999
0179305,78,9
0179306,72,6
0179307,111,-999
0179308,45,18
0179401,30,6
0179402,111,-999
0179403,72,-999
0179404,75,6
0179405,102,-999
0179501,81,21
0179502,156,27
0179600,396,105
0179704,129,-999
0179705,99,-999
0179801,144,-999
0179803,162,-999
0179804,135,-999
0179805,117,-999
0179904,129,-999
0179905,132,-999
0179906,69,-999
0179907,78,-999
0179908,129,-999
0179909,87,-999
0179910,93,-999
0179911,69,6
0179912,132,6
0179913,93,-999
0179914,66,-999
0179915,60,-999
0180003,210,-999
0180004,210,9
0180005,120,-999
0180103,117,-999
0180104,168,9
0180202,126,6
0180203,96,6
0180204,213,-999
0180205,123,-999
0180206,150,-999
0180207,162,-999
0180209,69,-999
0180210,135,-999
0180211,159,6
0180214,51,-999
0180404,90,-999
0180405,78,-999
0180406,66,6
0180407,93,15
0180408,78,-999
0180409,60,-999
0180410,93,-999
0180411,114,-999
0180412,99,-999
0180502,84,-999
0180503,63,-999
0180504,72,-999
0180505,84,-999
0180506,78,-999
0180602,135,-999
0180606,54,-999
0180607,72,-999
0180608,48,-999
0180609,135,-999
0180610,135,-999
0180611,102,-999
0180612,135,6
0180613,42,9
0180614,96,-999
0180615,48,-999
0180616,78,6
0180701,180,-999
0180705,105,-999
0180706,36,-999
0180707,81,-999
0180708,78,-999
0180709,105,-999
0180710,108,-999
0180711,108,9
0180712,93,-999
0180713,84,-999
0180714,72,-999
0180715,72,-999
0180716,120,-999
0180717,114,-999
0180815,159,-999
0180816,195,9
0180818,150,21
0180823,195,6
0180824,102,6
0180827,231,-999
0180832,225,6
0180834,138,6
0180840,42,-999
0180841,57,-999
0180842,198,-999
0180843,183,-999
0180844,195,9
0180845,153,6
0180846,222,-999
0180847,156,-999
0180849,204,-999
0180850,144,18
0180851,213,9
0180852,99,9
0180853,201,6
0180854,165,-999
0180855,162,-999
0180856,66,-999
0180857,108,-999
0180859,96,9
0180860,63,-999
0180861,78,-999
0180862,84,6
0180863,102,-999
0180864,48,-999
0180865,18,-999
0180867,54,-999
0180868,99,-999
0180869,33,-999
0180870,33,-999
0180871,96,-999
0180872,51,-999
0180873,39,-999
0180874,42,-999
0180875,36,-999
0180876,-999,-999
0180877,102,-999
0180878,72,-999
0180902,114,-999
0180903,108,-999
0180904,267,-999
0181001,51,-999
0181002,120,9
0181003,84,-999
0181004,30,-999
0181101,153,-999
0181102,168,-999
0181103,129,-999
0181104,177,-999
0181109,123,-999
0181110,75,-999
0181111,141,-999
0181112,84,9
0181113,75,-999
0181114,69,-999
0181115,72,-999
0181116,84,-999
0181117,90,-999
0181118,81,-999
0181119,78,9
0181120,75,-999
0181121,180,12
0181122,96,-999
0181123,102,-999
0181124,99,9
0181200,261,6
0181304,114,9
0181305,264,6
0181400,198,12
0181501,111,-999
0181502,177,-999
0181503,222,6
0181606,-999,-999
0181610,-999,-999
0181612,-999,-999
0181613,-999,-999
0181614,-999,-999
0181615,-999,-999
0181616,-999,-999
0181618,273,9
0181619,129,-999
0181620,102,6
0181621,162,12
0181622,150,-999
0181701,174,-999
0181702,93,6
0181703,222,-999
0181901,207,6
0181902,252,-999
0181904,21,-999
0181905,30,-999
0181906,78,-999
0182008,183,12
0182009,186,15
0182010,216,9
0182011,117,-999
0182013,120,9
0182014,153,6
0182017,159,-999
0182018,222,-999
0182019,45,12
0182020,87,-999
0182021,57,-999
0182022,141,-999
0182023,120,6
0182024,69,-999
0182025,39,-999
0182026,60,12
0182027,57,-999
0182028,84,6
